Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,RSI_Oversold,RSI_Overbought,MACD,MACD_Signal,MACD_Histogram,MACD_Bullish_Crossover,MACD_Bearish_Crossover,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,Price_to_BB_Middle,MA_5,MA_10,MA_20,MA_50,MA_200,Price_Change,Price_Change_5d,Price_Change_10d,Volatility_10d,Volatility_20d,Volume_MA_20,Volume_Ratio,High_Low_Ratio,Close_to_High,Close_to_Low,Support_20d,Resistance_20d,Price_vs_Support,Price_vs_Resistance,Trend_5d,Trend_20d
2015-01-02 00:00:00-05:00,69.43630104650138,69.89028607382456,68.59644260033613,69.51953125,3767900,0.0,0.0,,0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,1.0188616701455897,0.9946951880632893,1.0134568005959443,,,,,0,0
2015-01-05 00:00:00-05:00,68.36188598670766,68.41485013986201,65.52450826916866,65.84986114501953,11301400,0.0,0.0,,0,0,-0.0823323420989226,-0.045740190054957,-0.0365921520439656,0,1,,,,,,,,,,,,-0.0527861744605832,,,,,,,1.0441108517567212,0.9625083006160385,1.0049653615791263,,,,,0,0
2015-01-06 00:00:00-05:00,66.03901919637661,66.34167397199013,64.44252088335847,65.4261474609375,8660600,0.0,0.0,,0,0,-0.11804708170991773,-0.07537416204469499,-0.04267291966522274,0,0,,,,,,,,,,,,-0.006434541800306892,,,,,,,1.0294704965386,0.9861998280079701,1.0152636266256467,,,,,0,0
2015-01-07 00:00:00-05:00,66.10711790802638,66.68972357669756,65.38831210909383,66.44003295898438,6511100,0.0,0.0,,0,0,-0.09479186141844309,-0.08195197348566657,-0.012839887932776517,0,0,,,,,,,,,,,,0.01549664067645451,,,,,,,1.0199028148246503,0.9962559356326313,1.0160842330374862,,,,,0,0
2015-01-08 00:00:00-05:00,67.47660576523185,67.55226799434492,66.46271342261095,67.12098693847656,7617800,0.0,0.0,,0,0,-0.05306298926014108,-0.07335815380886818,0.020295164548727096,1,0,,,,,,,66.87131195068359,,,,,0.010249151741278606,,,,,,,1.0163934711001927,0.9936155947287446,1.0099044032656312,,,,,1,0
2015-01-09 00:00:00-05:00,67.15884936105157,67.25720972325894,65.84230177215613,66.31898498535156,4857100,0.0,0.0,,0,0,-0.06127494329957983,-0.07008293194734279,0.008807988647762957,0,0,,,,,,,66.2312026977539,,,,,-0.01194860191582281,-0.04603808752879701,,,,,,1.0214893451932927,0.9860501983093284,1.0072397713987122,,,,,1,0
2015-01-12 00:00:00-05:00,66.37950255603842,66.40976283573174,65.12348736037373,65.74392700195312,4351600,0.0,0.0,,0,0,-0.09153700555127386,-0.07551238563389503,-0.01602461991737883,0,1,,,,,,,66.21001586914062,,,,,-0.008671091445767054,-0.001608722345414093,,,,,,1.0197513297812224,0.9899738260558828,1.009527125569091,,,,,-1,0
2015-01-13 00:00:00-05:00,66.34167554059823,66.50813595975451,64.4652205055545,65.3504867553711,5078100,0.0,0.0,,0,0,-0.12906879671571403,-0.08838299834538976,-0.040685798370324266,0,0,,,,,,,66.19488372802735,,,,,-0.005984434829552243,-0.0011564291724739384,,,,,,1.0316901957083042,0.9825938708448552,1.013732462913709,,,,,-1,0
2015-01-14 00:00:00-05:00,64.23068358649435,65.23700856463245,63.761568254596675,65.1235122680664,10366700,0.0,0.0,,0,0,-0.1643560500644412,-0.10593315019674378,-0.05842289986769743,0,0,,,,,,,65.93157958984375,,,,,-0.003473187401867861,-0.019815172152769733,,,,,,1.023139962683233,0.9982602467669315,1.0213599516252732,,,,,-1,0
2015-01-15 00:00:00-05:00,65.62696224674798,65.73375911748369,64.30725556408831,64.322509765625,6683900,0.7,0.0,,0,0,-0.22825580034442794,-0.1333405246499212,-0.09491527569450675,0,0,,,,,,,65.37188415527343,66.12159805297851,,,,-0.012299743587911194,-0.0416930277770895,,,,,,1.022182622176649,0.9785308284387569,1.0002372080942172,,,,,-1,0
