headline,date,url,relevant_tickers,summary,source,wayback_url,matched_term,relevance_score
"The Zacks Analyst Blog Highlights: Apple, Exxon Mobil, Merck, Pfizer and Intel",02/09/2017,https://web.archive.org/web/20170209061043/https://www.thestreet.com/quote/XOM.html,['XOM'],,The Street,https://web.archive.org/web/20170209061043/https://www.thestreet.com/quote/XOM.html,Exxon,2.8
"XOM isdown-0.77%today,but where's it headed in 2019?",02/08/2019,https://web.archive.org/web/20190208122303/https://www.zacks.com/stock/quote/XOM,['XOM'],,Zacks,https://web.archive.org/web/20190208122303/https://www.zacks.com/stock/quote/XOM,XOM,2.8
March 29th Options Now Available For Exxon Mobil (XOM),02/08/2019,https://web.archive.org/web/20190208122303/https://www.zacks.com/stock/quote/XOM,['XOM'],,Zacks,https://web.archive.org/web/20190208122303/https://www.zacks.com/stock/quote/XOM,Exxon,2.8
"XOM isdown-0.44%today,but where's it headed in 2019?",02/07/2019,https://web.archive.org/web/20190207104812/https://www.zacks.com/stock/quote/XOM,['XOM'],,Zacks,https://web.archive.org/web/20190207104812/https://www.zacks.com/stock/quote/XOM,XOM,2.8
"Ex-Dividend Reminder: Exxon Mobil, Noble Energy and RPC",02/07/2019,https://web.archive.org/web/20190207104812/https://www.zacks.com/stock/quote/XOM,['XOM'],,Zacks,https://web.archive.org/web/20190207104812/https://www.zacks.com/stock/quote/XOM,Exxon,2.8
"Big-Picture Analysis on First Solar, Exxon, 4 More Stocks Ready to Rise",02/07/2015,https://web.archive.org/web/20150207085910/http://www.thestreet.com/story/13036843/1/big-picture-analysis-on-first-solar-exxon-4-more-stocks-ready-to-rise.html?puc=TSMKTWATCH&cm_ven=TSMKTWATCH,['XOM'],,MarketWatch,https://web.archive.org/web/20150207085910/http://www.marketwatch.com:80/investing/stock/xom,Exxon,2.8
Exxon Mobil Corporation Declares First Quarter Dividend,02/07/2015,http:///web/20150207085910/http://www.marketwatch.com/story/exxon-mobil-corporation-declares-first-quarter-dividend-2015-01-28,['XOM'],,MarketWatch,https://web.archive.org/web/20150207085910/http://www.marketwatch.com:80/investing/stock/xom,Exxon,2.8
Exxon Mobil stock surges 2.7% premarket after Q4 results,02/06/2019,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,['XOM'],,MarketWatch,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,Exxon,2.8
ExxonMobil shares up 2.5% premarket,02/06/2019,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,['XOM'],,MarketWatch,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,Exxon,2.8
"Exxon CEO Woods Confident in Guyana Oil Field, Dividends",02/06/2019,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,['XOM'],,MarketWatch,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,Exxon,2.8
"Stocks to Watch: Exxon, Amazon, CVS, Deckers Outdoor, 1-800 Flowers",02/06/2019,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,['XOM'],,MarketWatch,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,Exxon,2.8
"Chevron Stock May Be a Better Bet Than Exxon, Goldman Sachs Says",02/06/2019,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,['XOM'],,MarketWatch,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,Exxon,2.8
"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, Royal Dutch, ConocoPhillips and Baker Hughes",02/06/2019,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,['XOM'],,MarketWatch,https://web.archive.org/web/20190206194417/https://www.marketwatch.com/investing/stock/xom,Exxon,2.8
Why Exxon Mobil Corporation’s Stock Is Sinking Again Today,02/06/2018,https://web.archive.org/web/20180206030147/https://finance.yahoo.com/quote/XOM/,['XOM'],,Yahoo Finance,https://web.archive.org/web/20180206030147/https://finance.yahoo.com/quote/XOM/,Exxon,2.8
