Date,ticker,return_1d,return_5d,return_10d,rsi_normalized,macd_normalized,macd_signal_normalized,macd_histogram_normalized,bb_position,bb_width_normalized,volatility_10d_normalized,volatility_20d_normalized,volume_ratio_normalized,volume_normalized,high_low_ratio_normalized,close_to_high,close_to_low,price_to_ma5,price_to_ma20,price_to_ma50,ma20_slope,trend_5d,trend_20d,price_vs_support,price_vs_resistance,sentiment_score,sentiment_confidence,sentiment_momentum_3d,sentiment_momentum_7d,sentiment_volatility_5d,sentiment_trend,days_since_news,coverage_quality,article_density_7d,article_density_20d,news_frequency_weekly,current_portfolio_weight,portfolio_volatility,cash_position,portfolio_return_1d,portfolio_sharpe_20d,sentiment_raw,article_count_daily,close_price,volume_raw
2015-01-02 00:00:00-05:00,NEE,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.995892888795928,1.0124312509217284,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.10174880763116058,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.168500900268555,6459200
2015-01-05 00:00:00-05:00,NEE,-0.010591063847212423,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9886672368407232,1.003517398123397,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.10174880763116058,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.95489501953125,8153600
2015-01-06 00:00:00-05:00,NEE,0.003883823839775369,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9820220334021964,1.0019856191398535,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.635,0.44014845965556526,0.21166666666666667,0.21166666666666667,0.36661742093541233,0.0,0,0.10174880763116058,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.635,1.0,20.03239631652832,10623200
2015-01-07 00:00:00-05:00,NEE,0.009153606985602414,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9905520873312686,1.0082021565860764,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.1281,1.0,0.2543666666666667,0.190775,0.3022439453487861,0.0,0,0.10174880763116058,6.5,3.25,13.0,0.0,0.0,1.0,0.0,0.0,0.1281,12.0,20.21576499938965,7292000
2015-01-08 00:00:00-05:00,NEE,0.006077998974042931,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.994086602613027,1.0026092515671152,0.00976056466653219,0.0,0.0,0.0,1,0,0.0,0.0,0.11528999999999999,1.0,0.29279666666666665,0.175678,0.2639188301732182,0.0,1,0.10174880763116058,6.5,2.6,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.33863639831543,7602000
2015-01-09 00:00:00-05:00,NEE,-0.008829815677187436,-0.0004685976673387,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9872246130688384,1.0025382780492134,0.0009384957335276667,0.0,0.0,0.0,1,0,0.0,0.0,0.103761,1.0,0.115717,0.16369183333333334,0.2503840159938329,0.103761,2,0.10174880763116058,6.5,2.1666666666666665,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.15904998779297,6123200
2015-01-12 00:00:00-05:00,NEE,-0.002531802941921124,0.0076731160973997,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.990871022436248,1.0069102930817049,-0.003111459713988407,0.0,0.0,0.0,-1,0,0.0,0.0,0.0933849,1.0,0.1041453,0.1536479857142857,0.2350840191991195,0.0933849,3,0.10174880763116058,6.5,1.8571428571428572,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.10801124572754,5828000
2015-01-13 00:00:00-05:00,NEE,0.003948535763573124,0.007738072284912,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9846026352291904,1.0056502350534569,-0.000711114196170759,0.0,0.0,0.0,-1,0,0.0,0.0,0.08404641,1.0,0.09373077,0.16565461571428572,0.017428122459912553,-0.55095359,4,0.10174880763116058,6.5,1.625,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.187408447265625,6757200
2015-01-14 00:00:00-05:00,NEE,0.006180357248137147,0.0047689931099343,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9986059337545902,1.0184833833956606,0.0045060880577441065,0.0,0.0,0.0,1,0,0.0,0.0,0.075641769,1.0,0.084357693,0.17646058271428572,0.01568531021392125,-0.052458230999999994,5,0.10174880763116058,6.5,1.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.31217384338379,7327600
2015-01-15 00:00:00-05:00,NEE,-0.0038156975364594947,-0.005111830733873,0.0,0.5,1.196048908176854,1.4169157789783475,0.6299347523644411,0.5,0.0,0.0,0.0,0.3333333333333333,2.615238484657658,0.9948472284664929,0.99267364460621,1.0086694133540717,0.001703259083922548,0.0,0.0,0.0,1,0,0.0,0.0,0.0680775921,1.0,0.0759219237,0.09547166730000001,0.014116779192529069,-0.04721240789999999,6,0.10174880763116058,12.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.234668731689453,17293200
