Date,ticker,return_1d,return_5d,return_10d,rsi_normalized,macd_normalized,macd_signal_normalized,macd_histogram_normalized,bb_position,bb_width_normalized,volatility_10d_normalized,volatility_20d_normalized,volume_ratio_normalized,volume_normalized,high_low_ratio_normalized,close_to_high,close_to_low,price_to_ma5,price_to_ma20,price_to_ma50,ma20_slope,trend_5d,trend_20d,price_vs_support,price_vs_resistance,sentiment_score,sentiment_confidence,sentiment_momentum_3d,sentiment_momentum_7d,sentiment_volatility_5d,sentiment_trend,days_since_news,coverage_quality,article_density_7d,article_density_20d,news_frequency_weekly,current_portfolio_weight,portfolio_volatility,cash_position,portfolio_return_1d,portfolio_sharpe_20d,sentiment_raw,article_count_daily,close_price,volume_raw
2015-01-02 00:00:00-05:00,AAPL,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9810660394461048,1.01844437247394,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.6047016003204962,0.0,0.0,0.0,0.0,0,0.13036565977742448,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.26104736328125,212818400
2015-01-05 00:00:00-05:00,AAPL,-0.028171565285426414,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9779107087696888,1.0079688483892215,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.5442314402884466,0.0,0.0,0.0,0.0,1,0.13036565977742448,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.57757568359375,257142000
2015-01-06 00:00:00-05:00,AAPL,9.41637867433176e-05,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9891092044529304,1.0155787529924574,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.489,1.0,-0.163,-0.163,0.28232428163372697,0.0,0,0.13036565977742448,1.5,1.0,3.0,0.0,0.0,1.0,0.0,0.0,-0.489,2.0,23.579795837402344,263188400
2015-01-07 00:00:00-05:00,AAPL,0.01402220761904216,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9958410632076318,1.0098407036718768,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.8969,0.621683706244215,-0.46196666666666664,-0.346475,0.433347784694926,0.0,0,0.13036565977742448,1.3333333333333333,1.0,4.0,0.0,0.0,1.0,0.0,0.0,-0.8969,1.0,23.910436630249023,160423600
2015-01-08 00:00:00-05:00,AAPL,0.038422361918178494,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9976816573099156,1.029346849410908,0.03318691404220231,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.645458654537421,-0.46196666666666664,-0.27718,0.4060193492926168,0.0,0,0.13036565977742448,1.25,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.829132080078125,237458000
2015-01-09 00:00:00-05:00,AAPL,0.0010721625219241027,0.0245127744387951,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9890507914898938,1.0163324840460088,0.029200769404908566,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.5809127890836789,-0.29896666666666666,-0.23098333333333332,0.4060193492926168,0.0,1,0.13036565977742448,1.25,0.8333333333333334,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.85575294494629,214798000
2015-01-12 00:00:00-05:00,AAPL,-0.02464092400817619,0.0282348173028386,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9699902571620156,1.0041360012465084,-0.0016635088912567708,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,0.5228215101753111,0.0,-0.19798571428571426,0.4060193492926168,0.0,2,0.13036565977742448,1.25,0.7142857142857143,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.243284225463867,198603200
2015-01-13 00:00:00-05:00,AAPL,0.00887914153874636,0.0372669867933972,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.977127643960516,1.0120282574102009,-3.62295514360067e-05,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,0.47053935915778,0.0,-0.19798571428571426,0.40110587380391227,0.489,3,0.13036565977742448,1.3333333333333333,0.625,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.45854377746582,268367600
2015-01-14 00:00:00-05:00,AAPL,-0.003810479360221941,0.0190255150086291,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.993755137792088,1.0119815949470767,-0.007538228180674178,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,0.42348542324200195,0.0,-0.19798571428571426,0.0,0.8969,4,0.13036565977742448,1.3333333333333333,0.5555555555555556,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.365345001220703,195826400
2015-01-15 00:00:00-05:00,AAPL,-0.02714025127328301,-0.0453124443062386,0.0,0.5,-0.43375261852010005,0.9384809998597522,-1.5699200292697753,0.5,0.0,0.0,0.0,0.3333333333333333,0.4399778950421623,0.9940056071689909,0.9705615306592696,1.001500056508733,-0.02554262259730733,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,0.3811368809178018,0.0,-0.12812857142857143,0.0,0.0,5,0.13036565977742448,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.704063415527344,240056000
2015-01-16 00:00:00-05:00,AAPL,-0.007770268421748883,-0.0537451618465399,-0.0305498304372655,0.5,-1.4141373144167049,0.23947017765881423,-2.0157387174708297,0.5,0.0,0.0,0.0,0.3333333333333333,1.913388912450269,0.9850919039129393,0.985220264545244,1.0075095146239978,-0.022376802694561326,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.13036565977742448,3.5,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,23.51987648010254,314053200
2015-01-20 00:00:00-05:00,AAPL,0.025757045812857093,-0.0048510427983622,0.0232468061973363,0.5,-1.0976530900201813,-0.22746638863957117,-1.2526743228680144,0.5,0.0,0.0,0.0,0.3333333333333333,-0.7366117918999083,0.9856399037854812,0.9977057906102648,1.0208450818845365,0.003785255160467793,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.13036565977742448,6.0,0.9166666666666666,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.12567901611328,199599600
