Date,ticker,return_1d,return_5d,return_10d,rsi_normalized,macd_normalized,macd_signal_normalized,macd_histogram_normalized,bb_position,bb_width_normalized,volatility_10d_normalized,volatility_20d_normalized,volume_ratio_normalized,volume_normalized,high_low_ratio_normalized,close_to_high,close_to_low,price_to_ma5,price_to_ma20,price_to_ma50,ma20_slope,trend_5d,trend_20d,price_vs_support,price_vs_resistance,sentiment_score,sentiment_confidence,sentiment_momentum_3d,sentiment_momentum_7d,sentiment_volatility_5d,sentiment_trend,days_since_news,coverage_quality,article_density_7d,article_density_20d,news_frequency_weekly,current_portfolio_weight,portfolio_volatility,cash_position,portfolio_return_1d,portfolio_sharpe_20d,sentiment_raw,article_count_daily,close_price,volume_raw
2015-01-02 00:00:00-05:00,CAT,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9946951880632892,1.0134568005959443,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.1679,1.0,-0.1679,-0.1679,0.0,0.0,0,0.13910969793322733,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,-0.1679,6.0,69.51953125,3767900
2015-01-05 00:00:00-05:00,CAT,-0.0527861744605832,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9625083006160384,1.0049653615791263,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.15111,1.0,-0.159505,-0.159505,0.011872322856122143,0.0,1,0.13910969793322733,6.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.84986114501953,11301400
2015-01-06 00:00:00-05:00,CAT,-0.006434541800306892,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.98619982800797,1.0152636266256467,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-0.6634,0.4598338395834677,-0.32747,-0.32747,0.29104501318524595,0.0,0,0.13910969793322733,3.5,2.3333333333333335,7.0,0.0,0.0,1.0,0.0,0.0,-0.6634,1.0,65.4261474609375,8660600
2015-01-07 00:00:00-05:00,CAT,0.01549664067645451,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9962559356326312,1.0160842330374862,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.6446268779207491,-0.2715033333333334,-0.2456025,0.2885838122481347,0.0,0,0.13910969793322733,2.6666666666666665,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,66.44003295898438,6511100
2015-01-08 00:00:00-05:00,CAT,0.010249151741278606,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9936155947287446,1.0099044032656312,0.003733663666971365,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.5801641901286743,-0.22113333333333332,-0.196482,0.27299190486166436,0.0,1,0.13910969793322733,2.6666666666666665,1.6,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.12098693847656,7617800
2015-01-09 00:00:00-05:00,CAT,-0.01194860191582281,-0.046038087528797,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9860501983093284,1.0072397713987122,0.0013253917190398923,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.5221477711158068,0.0,-0.163735,0.28733625079338665,0.1679,2,0.13910969793322733,2.6666666666666665,1.3333333333333333,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.31898498535156,4857100
2015-01-12 00:00:00-05:00,CAT,-0.008671091445767054,-0.001608722345414,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9899738260558828,1.009527125569091,-0.00703955226515407,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,0.46993299400422617,0.0,-0.14034428571428573,0.29668149925467213,0.15111,3,0.13910969793322733,2.6666666666666665,1.1428571428571428,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.74392700195312,4351600
2015-01-13 00:00:00-05:00,CAT,-0.005984434829552243,-0.0011564291724739,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9825938708448552,1.013732462913709,-0.012756227144768428,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,0.42293969460380354,0.0,-0.11635857142857144,0.0,0.6634,4,0.13910969793322733,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.3504867553711,5078100
2015-01-14 00:00:00-05:00,CAT,-0.003473187401867861,-0.0198151721527697,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9982602467669316,1.0213599516252732,-0.012256149887569512,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,0.3806457251434232,0.0,-0.09477142857142858,0.0,0.0,5,0.13910969793322733,1.0,0.8888888888888888,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.1235122680664,10366700
2015-01-15 00:00:00-05:00,CAT,-0.012299743587911194,-0.0416930277770895,0.0,0.5,-1.9968579302710676,-1.6624286314475687,-1.9614878644716063,0.5,0.0,0.0,0.0,0.3333333333333333,-0.09206710083448322,0.9789981786481983,0.9785308284387568,1.0002372080942172,-0.01605238097705619,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,0.3425811526290809,0.0,0.0,0.0,0.0,6,0.13910969793322733,1.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.322509765625,6683900
2015-01-16 00:00:00-05:00,CAT,-0.005455124494714636,-0.0353950308321068,-0.0798035988333708,0.5,-2.071232868453387,-1.9371957399692934,-1.986903409282112,0.5,0.0,0.0,0.0,0.3333333333333333,1.2029696175349986,0.972398620399981,0.994544602868388,1.009753130991325,-0.014341365149367347,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,0.3083230373661728,0.0,0.0,0.0,0.0,7,0.13910969793322733,0.0,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.971622467041016,10424800
2015-01-20 00:00:00-05:00,CAT,0.001311466455397703,-0.025681579652202,-0.0272489874665641,0.5,-1.9243658916807493,-2.0197849369554812,-1.671476833866523,0.5,0.0,0.0,0.0,0.3333333333333333,-0.46705047294531526,0.9728344969001044,0.9937278250970782,1.0093761119894935,-0.007886828729084194,0.0,0.0,0.0,-1,0,0.0,0.0,0.0,0.27749073362955556,0.0,0.0,0.0,0.0,8,0.13910969793322733,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0555191040039,5937300
2015-01-21 00:00:00-05:00,CAT,0.01667304876138731,-0.0034730706560728,-0.004625483468322,0.5,-1.3594427050665248,-1.8805049488294623,-0.49906065480268724,0.5,0.0,0.0,0.0,0.3333333333333333,-0.19478646536061264,0.978491286731045,0.999648726244018,1.0212944908084,0.009364373967864603,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.2497416602666,0.0,0.0,0.0,0.0,9,0.13910969793322733,0.0,0.6153846153846154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.12351989746094,6613100
2015-01-22 00:00:00-05:00,CAT,0.016984677601697307,0.0169847967441862,-0.0031669320800493,0.35307115579094855,-0.41571379298592487,-1.548487899408878,1.2707484282349424,0.5,0.0,0.0,0.0,0.3333333333333333,-0.5920169964400623,0.9793898772618679,0.9938186708819304,1.016270623723318,0.023000469791764955,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.22476749423994,0.0,0.0,0.0,0.0,10,0.13910969793322733,0.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.22962188720703,5567800
2015-01-23 00:00:00-05:00,CAT,-0.01393677047026165,0.015299233294745,-0.0270316658410704,0.32617911862861687,-0.20877654525364436,-1.285616612336906,1.3522817203858033,0.5,0.0,0.0,0.0,0.3333333333333333,-0.7741860845879249,0.977986959354765,0.9840229955212824,1.0048122497276433,0.005685773472054345,0.0,0.0,0.0,1,0,0.0,0.0,0.7791,0.5400309683742534,0.2597,0.1113,0.34842411225401726,0.7791,0,0.13910969793322733,1.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.7791,1.0,65.30659484863281,5027500
